N,P,K,temperature,humidity,ph,rainfall,label
80.36,9.51,50.78,25.5,86.42,6.88,58.25,watermelon
37.7,73.86,21.1,33.35,70.66,6.23,74.72,blackgram
115.31,83.2,50.18,27.89,82.49,6.95,92.21,banana
70.62,39.17,44.44,23.27,91.52,6.22,190.97,jute
95.94,19.79,38.31,23.25,57.05,5.62,217.45,coffee
25.69,14.52,28.87,29.55,97.76,5.67,145.61,coconut
129.5,42.56,20.05,24.12,76.61,6.85,66.55,cotton
25.03,41.26,18.24,28.41,50.95,7.28,36.43,mothbeans
27.01,72.25,77.01,19.68,14.58,6.63,91.47,chickpea
26.7,63.54,19.22,28.41,80.91,6.94,51.01,mungbean
40.6,58.1,48.76,41.7,93.33,6.96,132.09,papaya
34.36,51.17,21.51,25.97,51.77,6.48,60.05,mothbeans
103.85,45.71,21.48,23.29,83.76,7.05,80.41,cotton
27.27,62.45,23.67,28.75,87.3,6.55,52.82,mungbean
88.09,12.67,49.4,28.54,93.36,6.39,22.51,muskmelon
111.48,71.41,48.69,27.53,80.6,6.59,100.65,banana
20.83,123.22,207.83,23.35,93.56,6.44,101.61,apple
91.66,54.74,36.82,23.46,80.86,6.1,244.15,rice
89.82,16.71,53.4,27.97,94.19,6.1,28.38,muskmelon
64.79,57.26,46.87,24.75,91.84,6.0,208.69,rice
24.22,60.72,23.81,29.13,81.05,7.26,53.42,mungbean
88.13,17.83,45.32,24.3,83.29,6.2,44.64,watermelon
101.49,42.82,21.67,24.84,75.78,7.92,103.95,cotton
24.73,65.25,83.4,18.92,17.43,6.97,71.46,chickpea
100.36,13.56,54.46,25.77,87.19,6.48,58.66,watermelon
22.66,67.53,24.26,15.13,21.34,6.19,103.36,kidneybeans
87.95,10.25,52.08,25.47,86.66,6.1,56.1,watermelon
27.89,19.11,27.02,26.55,91.92,5.86,194.03,coconut
28.06,56.57,18.31,20.98,59.52,6.17,49.65,lentil
28.08,130.41,197.69,32.12,81.39,6.79,62.35,grapes
30.27,15.32,8.23,23.64,90.74,6.91,117.62,orange
64.43,56.16,27.55,21.58,70.95,5.8,71.46,maize
65.08,48.06,50.4,21.51,89.34,5.17,205.17,rice
66.25,52.9,38.18,18.24,59.44,5.96,93.59,maize
45.56,76.7,79.55,19.58,16.93,7.17,69.89,chickpea
97.66,44.65,54.22,26.34,82.94,5.14,210.08,rice
26.55,48.98,23.76,30.57,51.93,5.08,44.5,mothbeans
62.95,48.85,54.39,23.66,89.44,6.39,245.45,rice
95.94,17.08,52.91,26.33,89.37,6.19,41.0,watermelon
29.42,11.4,30.13,25.73,94.41,5.64,172.79,coconut
88.1,48.99,25.2,20.94,65.35,5.68,77.53,maize
89.52,37.07,37.06,20.21,62.79,6.08,77.78,maize
17.75,72.36,23.81,22.2,23.33,7.17,41.23,lentil
46.44,67.93,21.47,26.28,69.75,7.96,78.24,blackgram
77.01,35.56,30.37,22.87,67.67,6.02,66.97,maize
88.16,40.32,37.73,20.1,85.26,6.18,239.22,rice
83.14,54.75,38.72,29.41,82.54,6.27,157.16,jute
24.31,11.3,31.13,28.81,94.37,6.13,195.47,coconut
24.28,42.97,24.86,25.72,41.68,6.18,59.55,mothbeans
23.33,17.37,30.05,29.58,95.02,6.34,140.38,coconut
19.12,9.83,39.65,24.6,94.32,5.91,107.16,pomegranate
90.11,38.97,42.62,25.85,55.58,7.15,66.44,maize
37.99,59.87,78.68,19.07,18.97,7.33,91.93,chickpea
91.1,14.73,52.25,24.84,90.62,6.62,48.57,watermelon
16.25,64.18,23.13,28.92,56.91,4.74,196.12,pigeonpeas
104.4,19.32,54.26,27.64,86.15,6.36,49.3,watermelon
21.33,56.46,21.27,21.04,52.15,7.45,54.58,lentil
105.76,6.9,50.66,27.43,93.52,6.91,24.35,muskmelon
94.62,55.43,40.16,21.2,90.03,6.86,255.68,rice
96.26,25.96,39.48,27.05,69.11,5.71,155.69,coffee
13.03,66.76,23.4,18.21,21.96,6.72,51.39,lentil
34.52,67.33,15.4,28.26,67.03,6.3,79.69,blackgram
90.99,14.02,51.06,28.1,94.52,6.5,24.65,muskmelon
73.95,58.24,41.61,26.69,57.49,6.96,106.92,maize
16.35,65.37,19.26,35.47,34.53,5.71,179.03,pigeonpeas
99.49,38.76,46.88,22.67,94.55,6.68,283.83,rice
26.56,61.65,20.03,27.74,55.48,5.35,47.1,mothbeans
81.65,15.1,53.91,29.41,90.92,6.3,27.17,muskmelon
106.4,18.32,54.58,29.6,90.01,6.38,28.19,muskmelon
23.36,142.78,209.9,11.71,79.4,6.93,79.17,grapes
33.95,16.5,37.68,22.14,92.21,7.38,117.63,pomegranate
101.65,6.32,53.46,26.93,87.33,6.82,48.08,watermelon
92.48,51.27,41.43,29.41,90.11,7.39,151.19,jute
109.23,56.97,18.56,25.32,83.88,6.95,97.33,cotton
113.79,52.98,21.53,23.74,83.4,6.24,70.75,cotton
49.33,73.89,18.35,30.71,73.64,6.01,76.21,blackgram
26.32,14.23,35.4,20.82,91.49,6.9,112.76,pomegranate
24.7,74.48,23.47,15.17,24.29,6.28,106.82,kidneybeans
50.21,58.19,83.26,20.91,18.25,5.59,75.61,chickpea
64.77,58.11,50.42,38.01,94.2,6.81,120.99,papaya
49.04,75.44,77.14,19.53,19.04,7.33,83.98,chickpea
95.15,16.22,46.39,25.01,88.78,6.16,47.03,watermelon
90.77,5.68,53.46,29.73,94.1,6.13,29.98,muskmelon
73.41,55.07,25.09,21.0,62.96,6.57,105.99,maize
116.51,18.03,33.14,26.18,62.83,6.15,165.36,coffee
24.16,46.42,23.26,28.54,83.21,6.89,59.91,mungbean
20.44,65.4,79.81,17.1,15.56,7.4,69.8,chickpea
38.03,61.04,54.15,37.86,94.11,6.22,135.81,papaya
107.17,22.31,25.61,26.28,67.63,6.58,216.4,coffee
85.84,49.27,42.12,26.91,89.09,5.47,210.18,rice
98.8,15.91,51.79,28.41,91.94,6.38,26.4,muskmelon
80.11,49.42,44.85,21.37,90.84,5.56,202.43,rice
81.0,46.99,40.67,32.16,82.31,6.19,188.04,jute
100.37,46.25,18.7,25.36,77.54,6.52,84.42,cotton
29.86,69.76,21.65,19.23,44.84,7.26,166.76,pigeonpeas
40.71,67.71,16.96,27.12,60.62,6.64,71.19,blackgram
84.58,6.24,51.42,28.42,94.54,6.36,22.87,muskmelon
26.45,16.18,27.46,28.64,95.98,5.9,144.73,coconut
74.98,58.77,49.64,24.19,82.34,5.31,205.81,rice
21.79,10.03,5.42,24.96,94.27,6.76,114.8,orange
30.24,23.06,37.61,27.3,52.34,5.09,98.95,mango
20.24,28.23,38.38,28.77,57.28,4.72,97.83,mango
92.5,16.36,47.27,27.66,90.81,6.37,28.47,muskmelon
94.49,58.74,37.94,26.49,87.38,5.52,245.91,rice
31.76,133.13,198.12,23.1,92.22,6.24,106.6,apple
29.48,63.22,21.01,27.36,85.12,6.52,47.5,mungbean
57.47,56.3,49.48,30.26,92.51,6.34,165.42,papaya
99.29,87.57,45.68,25.97,77.15,6.61,95.67,banana
32.79,66.38,23.68,30.83,70.77,6.74,61.85,blackgram
98.22,12.15,53.66,27.1,93.22,6.76,27.59,muskmelon
19.62,121.16,205.58,24.4,91.74,6.43,117.71,apple
17.89,10.34,26.7,25.53,97.25,6.5,141.49,coconut
41.35,61.22,52.74,27.47,92.32,6.77,140.24,papaya
23.57,55.58,21.37,29.92,34.74,5.37,151.83,pigeonpeas
85.13,46.65,44.87,35.42,83.75,6.56,164.84,jute
18.91,120.28,198.63,23.72,90.92,6.01,126.63,apple
21.0,133.28,201.12,22.1,90.53,6.32,129.88,apple
68.07,39.09,28.29,25.33,68.3,6.55,77.94,maize
33.18,60.49,24.22,27.6,82.84,6.43,47.54,mungbean
31.74,121.67,209.14,24.95,90.35,5.79,111.17,apple
22.73,57.15,15.17,28.91,30.79,7.46,54.99,lentil
15.18,140.2,197.64,29.22,80.02,6.38,66.31,grapes
63.36,52.52,36.46,25.75,90.59,5.16,208.48,rice
96.57,14.91,48.23,25.93,87.41,6.4,43.97,watermelon
20.71,72.95,24.08,19.05,57.46,7.48,50.83,lentil
27.43,123.21,198.98,24.34,91.31,5.99,128.23,apple
33.87,121.05,202.55,28.45,83.52,5.57,71.47,grapes
29.47,74.51,77.75,21.11,16.54,7.17,68.34,chickpea
97.01,39.51,36.36,26.24,55.68,6.89,74.87,maize
92.82,88.61,54.71,27.19,83.61,6.35,94.72,banana
15.06,59.94,22.41,17.21,18.71,5.86,76.22,kidneybeans
23.6,14.62,13.18,10.14,94.96,6.37,109.4,orange
17.34,19.1,28.14,31.1,63.17,4.76,104.41,mango
100.67,24.15,35.86,23.13,63.56,6.83,151.39,coffee
39.69,55.71,47.3,37.64,92.64,6.41,136.13,papaya
23.88,134.27,202.91,9.34,81.69,6.74,63.15,grapes
17.49,125.36,195.97,28.1,81.73,6.26,76.34,grapes
21.62,10.08,27.93,26.06,92.13,5.59,154.28,coconut
121.07,50.76,21.12,24.26,79.82,7.94,93.61,cotton
74.27,42.02,45.85,20.99,92.03,5.15,298.69,rice
25.77,60.38,20.58,34.12,56.66,6.86,156.35,pigeonpeas
37.14,67.69,16.86,32.49,68.19,6.41,65.84,blackgram
55.8,70.92,81.14,17.33,17.11,5.88,90.81,chickpea
21.21,65.54,20.62,20.05,27.91,5.96,46.87,lentil
21.87,62.96,18.03,15.46,19.6,5.75,89.04,kidneybeans
17.69,140.35,204.09,24.8,91.36,5.61,115.2,apple
25.81,11.87,44.45,22.72,85.65,6.43,104.8,pomegranate
33.68,16.5,41.58,23.77,91.48,7.44,114.28,pomegranate
78.69,49.1,38.09,27.41,78.85,7.03,178.39,jute
100.45,19.9,47.32,28.87,92.3,6.04,20.14,muskmelon
25.3,58.23,18.58,18.34,36.63,7.17,139.32,pigeonpeas
98.04,45.77,41.72,24.39,83.33,7.15,185.35,jute
67.48,45.84,37.82,27.53,82.92,6.09,199.3,jute
19.72,25.96,25.6,27.85,45.14,4.88,91.38,mango
33.6,13.18,41.61,24.32,85.99,5.96,114.18,pomegranate
24.3,61.18,18.44,26.68,41.68,7.89,62.68,mothbeans
30.69,63.92,23.17,33.85,61.3,7.08,78.26,blackgram
95.6,43.45,42.51,20.66,88.67,5.07,246.56,rice
17.82,65.88,20.52,22.28,37.89,7.9,42.55,lentil
39.64,70.16,17.82,28.18,73.87,6.11,69.71,blackgram
29.66,56.47,24.52,30.57,54.17,6.46,65.94,mothbeans
19.83,132.74,200.7,23.7,83.88,6.03,69.04,grapes
106.21,6.13,47.47,26.78,84.91,6.88,45.96,watermelon
31.48,45.1,21.28,29.4,81.8,6.16,57.67,mungbean
130.07,48.99,20.45,25.75,80.13,6.95,92.25,cotton
37.33,63.6,52.07,30.61,91.95,6.74,156.09,papaya
90.29,8.63,48.99,24.08,89.27,6.17,40.88,watermelon
30.44,22.1,34.27,31.11,62.88,5.74,106.84,mango
108.59,93.44,54.12,29.73,77.45,5.7,99.07,banana
15.0,65.22,15.47,16.93,22.95,5.56,110.36,kidneybeans
28.94,49.07,24.15,29.18,81.13,6.61,57.73,mungbean
87.2,6.51,47.6,27.53,90.14,6.91,20.08,muskmelon
28.76,10.92,26.8,26.43,93.64,5.79,146.35,coconut
21.11,71.55,22.65,19.01,24.69,5.7,66.56,kidneybeans
21.57,6.69,43.7,22.45,86.65,6.36,105.75,pomegranate
35.88,63.93,22.27,31.93,74.81,6.45,73.25,blackgram
47.6,67.97,23.99,31.24,61.97,6.62,64.04,blackgram
100.7,18.26,47.07,27.67,89.78,6.98,57.61,watermelon
81.88,86.71,53.63,25.81,83.12,6.78,117.43,banana
31.52,9.55,38.98,20.22,89.67,6.07,119.23,pomegranate
89.62,21.1,37.99,27.69,69.89,6.94,150.48,coffee
44.71,51.82,51.62,32.94,94.06,6.16,167.4,papaya
77.81,41.92,39.51,33.48,90.63,6.07,176.21,jute
15.82,9.95,29.62,26.02,92.41,5.7,184.2,coconut
32.39,8.57,5.81,25.68,91.68,7.34,100.64,orange
18.23,15.83,33.11,27.06,95.97,5.9,177.48,coconut
106.27,17.02,54.43,24.39,83.18,6.5,56.93,watermelon
33.87,137.34,209.11,23.22,92.4,6.48,119.26,apple
60.23,46.0,48.97,31.29,91.42,6.91,165.06,papaya
85.59,12.28,53.3,29.85,93.17,6.35,26.03,muskmelon
109.52,5.3,51.99,27.76,90.2,6.4,29.35,muskmelon
118.28,48.22,20.22,23.97,75.52,7.88,69.33,cotton
18.29,140.1,206.88,12.45,80.39,5.76,65.09,grapes
79.68,51.45,39.06,36.79,88.79,7.45,175.72,jute
88.2,39.1,43.95,36.0,91.66,7.41,163.59,jute
19.56,134.6,200.57,23.71,81.22,5.81,63.12,grapes
14.81,59.87,23.42,20.51,22.9,7.11,43.05,lentil
82.44,56.92,43.07,20.94,80.43,6.51,262.03,rice
28.28,18.83,26.91,27.53,51.11,4.89,93.48,mango
29.71,60.84,17.95,22.25,42.58,5.76,53.31,lentil
16.82,131.85,197.91,21.83,92.65,6.41,112.11,apple
25.16,43.46,24.88,27.75,80.73,6.99,51.91,mungbean
29.04,7.05,29.88,26.29,96.04,6.22,139.86,coconut
90.18,37.58,53.05,23.54,92.4,5.64,289.55,rice
93.4,59.61,35.51,19.55,60.45,5.54,105.71,maize
19.01,18.17,35.32,28.98,53.77,6.46,105.68,mango
33.03,18.89,35.09,18.53,87.5,6.84,117.77,pomegranate
128.91,59.28,21.72,26.05,80.2,6.41,87.26,cotton
28.85,73.82,16.75,28.5,49.5,5.76,36.35,lentil
102.08,7.28,54.12,29.68,93.27,6.67,20.05,muskmelon
21.36,13.31,12.31,11.06,90.06,6.92,102.64,orange
18.4,127.9,201.37,18.83,79.68,6.96,63.07,grapes
34.36,50.99,19.95,30.39,48.16,4.85,39.3,mothbeans
101.42,27.87,25.87,25.63,63.09,6.79,157.81,coffee
28.33,67.06,23.27,21.89,20.02,6.46,83.37,kidneybeans
16.88,55.34,22.7,20.65,18.84,5.77,61.05,kidneybeans
90.5,76.04,49.83,29.43,78.78,6.62,92.9,banana
91.49,17.53,54.67,25.75,84.72,6.85,48.54,watermelon
27.05,59.31,16.2,28.22,26.26,7.92,51.85,lentil
14.44,74.55,24.64,19.96,31.98,5.3,40.43,lentil
109.87,23.44,26.25,23.93,58.29,5.89,195.23,coffee
30.03,71.06,21.63,20.53,56.85,6.36,179.38,pigeonpeas
44.34,53.99,53.06,27.75,91.46,6.68,138.93,papaya
63.16,51.34,51.54,26.36,91.21,6.77,151.72,papaya
31.17,8.95,5.04,22.39,90.5,7.51,105.52,orange
19.62,62.43,19.79,27.66,81.38,7.29,50.0,mungbean
79.55,54.26,38.67,22.01,60.47,7.49,81.31,maize
101.17,7.86,50.53,27.76,94.78,6.03,22.0,muskmelon
29.1,21.76,26.51,33.37,45.62,6.68,92.77,mango
87.88,52.56,42.19,22.06,92.14,6.62,286.71,rice
41.47,61.83,21.48,25.68,73.46,6.24,66.56,blackgram
88.53,57.38,45.23,23.72,81.61,5.89,253.26,rice
73.4,53.59,28.22,25.36,71.64,6.51,60.32,maize
19.93,131.25,195.33,30.42,80.48,5.91,64.14,grapes
26.16,65.19,18.0,19.82,31.39,6.13,50.13,lentil
88.35,42.82,43.41,32.48,87.77,6.8,194.26,jute
118.65,53.09,18.41,24.01,84.19,7.34,60.67,cotton
110.33,24.76,27.67,23.26,65.24,5.88,189.97,coffee
85.9,71.83,53.12,28.76,82.53,6.57,110.08,banana
28.21,29.26,35.95,27.47,62.68,6.66,98.87,mango
84.38,9.34,48.1,26.09,87.96,6.38,54.39,watermelon
18.0,6.35,10.63,12.84,90.69,6.6,105.63,orange
93.46,14.39,46.46,24.76,90.31,6.26,47.6,watermelon
21.28,53.45,23.88,31.92,62.24,5.17,37.81,mothbeans
32.66,68.18,19.48,33.53,65.44,5.09,178.99,pigeonpeas
109.4,48.85,18.62,25.38,77.51,6.67,83.56,cotton
137.09,58.64,20.05,24.22,79.6,6.37,91.82,cotton
22.37,129.1,209.39,22.78,93.02,6.25,107.97,apple
16.85,66.17,18.43,20.1,22.57,6.35,101.55,kidneybeans
133.8,52.04,19.82,24.63,79.97,6.08,104.64,cotton
32.34,26.2,37.87,31.45,47.62,6.24,94.12,mango
89.04,57.43,52.74,25.46,89.63,5.17,216.16,rice
34.18,132.56,208.75,23.83,92.89,5.59,106.6,apple
31.92,131.31,201.37,13.49,80.56,6.31,60.45,grapes
32.18,130.09,205.54,23.23,93.41,5.82,115.71,apple
35.5,67.78,18.41,34.98,63.95,6.56,78.61,blackgram
29.57,8.0,38.71,21.51,92.25,5.73,108.13,pomegranate
48.29,54.82,51.82,26.73,91.64,6.08,124.4,papaya
97.28,37.56,43.74,24.19,56.36,6.1,95.41,maize
19.18,19.15,33.84,25.42,94.13,5.73,158.75,coconut
23.47,22.72,27.56,32.97,62.05,5.14,99.83,mango
18.47,128.52,201.13,22.39,93.05,5.6,110.54,apple
20.26,133.91,201.17,41.17,78.76,6.96,64.61,grapes
28.6,17.17,6.09,16.27,94.47,7.43,112.79,orange
24.19,14.43,40.57,23.2,87.8,6.63,101.76,pomegranate
26.94,73.56,24.5,24.15,51.11,5.13,199.65,pigeonpeas
31.15,8.7,35.63,18.92,93.59,6.77,105.06,pomegranate
82.14,93.44,50.3,28.07,79.82,5.64,113.04,banana
115.8,94.3,53.59,25.55,84.47,6.14,90.28,banana
26.54,54.1,21.5,24.56,42.25,6.2,43.64,mothbeans
37.72,74.33,21.97,25.83,72.94,6.96,61.38,blackgram
20.38,44.97,23.48,29.73,83.7,7.13,57.94,mungbean
59.7,78.18,80.4,21.21,17.13,7.06,68.12,chickpea
48.26,67.21,20.46,27.5,65.15,7.7,71.18,blackgram
108.79,27.51,30.93,25.82,58.42,6.43,150.97,coffee
102.24,42.42,21.72,25.21,82.96,6.67,89.63,cotton
26.72,29.64,32.98,35.15,46.66,4.98,98.82,mango
53.42,55.21,49.34,35.09,91.17,6.94,155.33,papaya
24.08,17.02,12.72,32.99,92.67,6.2,111.77,orange
116.83,56.66,18.08,23.45,84.91,6.56,108.78,cotton
24.2,14.1,36.88,23.63,94.67,6.04,109.9,pomegranate
31.07,144.89,198.79,23.29,81.12,5.94,60.31,grapes
119.96,85.19,49.05,26.13,77.57,6.22,101.02,banana
84.8,48.34,42.88,25.1,58.03,6.12,72.42,maize
17.04,8.76,30.43,29.0,90.29,6.48,161.84,coconut
22.49,53.75,18.35,27.41,60.81,7.13,38.97,mothbeans
18.9,27.24,37.04,31.38,50.97,6.1,95.76,mango
20.9,26.0,38.07,28.73,46.95,6.74,97.0,mango
18.19,130.88,201.03,23.3,92.33,6.25,115.3,apple
88.0,15.74,48.94,29.03,92.38,6.99,27.29,muskmelon
22.41,73.23,20.54,20.09,35.15,7.53,47.88,lentil
28.99,11.18,36.38,22.66,90.25,6.78,106.76,pomegranate
81.99,76.71,51.54,27.67,84.44,6.09,110.82,banana
16.81,136.68,199.25,23.56,92.43,5.65,106.2,apple
17.9,7.66,13.63,19.82,90.02,6.55,111.95,orange
39.67,64.2,45.38,41.62,90.02,6.87,138.44,papaya
14.44,57.91,21.97,25.71,51.31,7.81,48.84,lentil
127.96,49.12,20.12,23.59,76.4,7.17,109.25,cotton
80.34,18.25,37.41,26.35,68.42,5.59,197.76,coffee
15.88,13.4,25.85,29.52,97.26,6.2,194.83,coconut
14.64,58.19,22.9,25.4,21.79,6.87,41.18,lentil
28.12,136.04,198.14,21.12,91.73,6.07,126.3,apple
95.11,14.69,54.73,27.17,92.87,6.86,24.81,muskmelon
43.66,73.65,20.76,26.26,68.73,7.53,68.13,blackgram
47.16,68.34,19.35,34.53,70.79,7.86,70.55,blackgram
31.28,68.7,18.77,23.21,42.39,5.25,161.2,pigeonpeas
55.48,71.15,77.86,21.08,19.17,7.62,97.16,chickpea
78.75,45.37,40.47,20.39,92.97,6.63,299.97,rice
128.96,43.72,21.64,26.31,76.64,7.74,73.61,cotton
26.79,67.27,22.46,22.36,58.56,4.77,135.94,pigeonpeas
29.37,65.59,17.42,18.5,22.76,5.58,76.48,kidneybeans
68.52,35.78,38.03,21.32,72.29,6.45,108.41,maize
86.43,94.46,46.59,27.44,78.64,6.46,93.87,banana
88.26,50.21,40.23,35.94,89.55,7.27,183.65,jute
22.03,7.51,5.33,19.64,94.52,6.48,104.13,orange
40.76,58.07,45.54,30.33,90.75,6.58,159.71,papaya
18.26,10.01,34.6,27.6,93.21,6.02,184.53,coconut
22.77,46.01,18.66,26.52,42.42,4.3,69.49,mothbeans
95.51,43.77,37.34,21.0,91.42,6.24,210.11,rice
23.46,132.93,200.55,33.93,82.71,6.64,74.45,grapes
14.28,58.57,19.93,18.98,27.84,7.83,54.53,lentil
53.99,46.0,51.09,27.6,94.15,6.36,136.89,papaya
58.22,55.46,76.96,17.04,17.88,7.75,73.52,chickpea
37.61,58.69,78.28,19.17,14.53,6.05,85.94,chickpea
26.5,142.25,204.76,22.9,93.42,5.97,126.06,apple
87.96,15.32,52.92,25.23,80.43,6.93,46.9,watermelon
94.05,42.92,38.39,23.9,94.04,6.39,257.01,rice
58.37,59.5,45.6,34.89,90.65,6.97,168.68,papaya
17.75,63.81,20.3,28.99,87.52,7.22,58.91,mungbean
64.34,50.83,36.71,23.51,80.6,7.15,170.26,jute
62.51,54.36,47.75,27.41,90.02,6.53,126.43,papaya
34.36,18.72,36.67,18.85,85.85,7.32,103.87,pomegranate
28.97,126.43,203.46,23.13,90.55,6.09,109.44,apple
95.01,41.94,40.62,29.07,84.42,7.45,164.81,jute
34.18,57.61,17.04,32.69,66.38,7.13,60.42,blackgram
87.21,36.8,25.61,20.32,64.25,7.24,96.36,maize
25.3,16.62,40.62,21.87,86.15,5.75,110.59,pomegranate
34.06,61.53,20.48,27.1,67.64,7.13,128.21,pigeonpeas
93.02,9.17,53.7,28.81,93.07,6.53,20.92,muskmelon
15.0,62.88,23.91,29.23,81.68,6.18,41.35,mungbean
35.65,60.58,19.05,34.99,60.82,7.16,61.65,blackgram
94.9,45.49,35.22,33.03,79.54,7.18,158.41,jute
15.55,7.8,32.47,26.63,95.35,6.22,170.68,coconut
46.88,60.25,19.22,25.4,66.74,7.16,71.42,blackgram
139.93,43.63,18.48,23.57,81.61,7.32,102.4,cotton
87.94,12.71,50.73,27.7,87.74,6.41,58.61,watermelon
16.38,73.82,21.55,25.37,62.44,7.01,146.58,pigeonpeas
109.89,77.79,48.06,29.19,75.72,6.82,97.7,banana
17.8,128.71,200.84,23.05,93.72,6.37,104.04,apple
29.09,122.48,208.63,21.86,90.82,5.68,100.42,apple
18.76,67.54,16.46,27.88,29.4,6.96,43.1,lentil
61.4,49.28,54.72,27.43,90.51,6.11,154.39,papaya
17.49,61.88,24.8,27.53,87.22,6.06,48.11,mungbean
87.87,58.06,39.14,19.37,66.53,6.71,81.21,maize
21.06,61.51,22.99,32.7,37.26,5.61,192.16,pigeonpeas
89.02,24.22,25.42,27.66,62.84,5.56,177.4,coffee
24.0,16.16,9.67,15.7,91.0,6.85,115.11,orange
21.32,15.94,43.75,24.57,93.05,7.2,111.01,pomegranate
24.32,44.75,22.91,28.67,83.59,7.37,40.42,mungbean
81.07,21.99,25.87,23.93,63.41,6.8,220.62,coffee
79.38,50.46,42.38,23.24,91.21,5.07,225.24,rice
24.33,59.24,17.39,21.38,36.45,5.7,35.39,lentil
28.43,17.99,33.9,26.35,90.28,5.76,149.51,coconut
98.28,21.0,33.89,25.46,59.55,6.34,203.56,coffee
32.58,60.96,22.8,29.72,63.41,6.33,66.65,blackgram
22.1,56.04,18.22,25.62,33.38,6.32,190.48,pigeonpeas
18.43,136.69,204.14,30.52,78.53,6.84,67.79,grapes
90.08,9.35,50.41,24.09,80.96,6.42,58.86,watermelon
17.39,11.25,5.73,12.47,92.08,6.61,118.51,orange
62.96,43.96,37.32,26.04,89.35,5.66,206.36,rice
27.1,64.19,20.47,18.03,18.31,5.67,86.73,kidneybeans
37.47,73.24,82.66,17.79,17.66,5.84,91.3,chickpea
105.67,25.75,33.74,23.72,61.68,6.03,189.65,coffee
116.55,79.21,48.73,26.92,83.37,6.48,108.43,banana
24.73,21.94,36.78,34.39,56.09,4.95,99.36,mango
97.65,13.35,51.56,28.49,90.16,6.61,27.16,muskmelon
19.54,10.84,11.06,28.88,94.51,7.83,115.53,orange
93.46,51.29,41.45,28.12,82.26,6.01,191.68,jute
72.18,35.71,44.36,31.21,82.17,6.22,191.48,jute
106.66,8.6,47.8,27.16,93.98,6.42,22.29,muskmelon
30.93,58.49,22.52,27.47,85.47,6.13,47.55,mungbean
117.5,57.12,18.67,24.06,79.45,7.42,78.79,cotton
33.75,138.42,201.87,23.28,92.77,6.09,126.36,apple
115.7,18.41,33.3,26.22,57.53,6.96,189.05,coffee
22.87,53.61,19.12,29.07,81.68,6.47,50.07,mungbean
18.64,70.39,23.11,22.8,57.89,6.22,50.44,lentil
80.3,19.06,51.28,27.97,91.23,6.01,22.35,muskmelon
81.48,49.82,36.6,18.82,72.55,6.03,66.48,maize
21.02,74.63,15.97,21.64,45.53,6.05,53.57,lentil
29.72,12.77,34.28,27.04,97.99,6.08,132.96,coconut
20.48,78.91,82.38,18.77,15.78,6.37,92.11,chickpea
25.03,68.57,18.62,19.16,18.07,6.14,114.8,kidneybeans
95.54,22.55,36.53,27.39,56.56,6.08,212.09,coffee
80.94,80.75,53.75,26.51,75.95,6.64,108.18,banana
18.66,60.64,20.0,31.42,64.25,6.07,35.72,mothbeans
101.77,8.45,45.01,26.86,82.05,6.1,44.75,watermelon
82.68,70.7,47.45,29.41,79.16,6.58,117.55,banana
41.53,61.84,23.1,27.38,63.37,7.01,65.22,blackgram
117.53,16.7,35.57,27.25,69.32,5.82,190.31,coffee
15.31,66.66,19.77,26.1,68.3,5.7,187.18,pigeonpeas
68.69,54.68,43.42,34.05,82.62,6.8,156.86,jute
33.09,63.79,20.1,27.59,64.75,6.17,66.06,blackgram
19.4,129.71,207.99,33.35,80.42,5.82,67.12,grapes
20.07,125.7,195.17,12.56,79.86,5.68,79.72,grapes
64.64,58.29,51.81,25.65,93.03,6.48,126.35,papaya
18.96,15.14,34.41,29.85,64.46,4.98,96.92,mango
23.6,54.92,25.0,30.16,49.95,7.22,36.83,mothbeans
99.43,41.05,48.44,25.33,83.56,6.46,236.78,rice
26.43,62.73,20.11,18.45,22.04,6.37,118.84,kidneybeans
21.27,131.56,200.85,38.23,83.58,5.96,77.28,grapes
101.06,15.81,52.28,24.0,91.45,6.81,58.08,watermelon
31.63,18.44,9.15,10.44,94.31,6.35,112.44,orange
109.55,58.35,18.31,24.71,80.32,7.8,109.88,cotton
27.34,72.15,24.17,18.02,20.23,6.08,82.27,kidneybeans
23.09,56.37,23.49,23.14,47.31,6.56,146.6,pigeonpeas
28.13,69.18,18.06,21.92,56.47,5.95,120.43,pigeonpeas
57.08,56.51,84.34,18.76,14.61,6.71,73.99,chickpea
31.55,19.52,43.9,22.2,90.3,5.56,104.93,pomegranate
28.41,141.18,195.14,22.1,83.44,6.61,70.86,grapes
27.83,15.13,26.7,25.95,97.41,5.53,162.38,coconut
105.5,83.92,52.38,26.68,82.65,6.15,104.53,banana
20.89,13.57,42.45,20.65,88.03,6.42,116.36,pomegranate
81.48,49.67,49.91,23.02,81.91,5.57,236.31,rice
112.11,76.17,54.0,29.55,84.43,6.28,110.31,banana
84.37,79.93,48.37,27.85,83.61,5.62,92.18,banana
86.59,87.23,50.15,26.0,78.2,6.39,92.17,banana
109.14,48.46,20.23,26.55,78.26,6.27,84.46,cotton
107.98,14.07,51.59,25.61,90.91,6.64,55.38,watermelon
18.93,45.94,20.1,28.93,86.01,7.04,47.25,mungbean
29.27,24.89,34.37,29.54,52.56,4.76,104.38,mango
16.21,11.2,40.47,21.05,92.49,7.16,115.42,pomegranate
